area,session,object,event,start_bin,stop_bin,center_time_s,acc,auc,n_pcs_used
AIP,MonkeyA_Session01,Object2,Event3,25,30,-0.25,0.618,0.645,8
AIP,MonkeyA_Session01,Object2,Event3,26,31,-0.22999999999999998,0.53,0.5766666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,27,32,-0.21000000000000008,0.466,0.415,8
AIP,MonkeyA_Session01,Object2,Event3,28,33,-0.19000000000000006,0.467,0.41,8
AIP,MonkeyA_Session01,Object2,Event3,29,34,-0.17000000000000004,0.5159999999999999,0.6116666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,30,35,-0.15000000000000002,0.43400000000000005,0.435,8
AIP,MonkeyA_Session01,Object2,Event3,31,36,-0.13,0.48700000000000004,0.49833333333333335,8
AIP,MonkeyA_Session01,Object2,Event3,32,37,-0.10999999999999999,0.53,0.4783333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,33,38,-0.09000000000000008,0.5880000000000001,0.6358333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,34,39,-0.07000000000000006,0.711,0.84,8
AIP,MonkeyA_Session01,Object2,Event3,35,40,-0.050000000000000044,0.664,0.76,8
AIP,MonkeyA_Session01,Object2,Event3,36,41,-0.030000000000000027,0.774,0.9183333333333334,8
AIP,MonkeyA_Session01,Object2,Event3,37,42,-0.010000000000000009,0.7110000000000001,0.84,8
AIP,MonkeyA_Session01,Object2,Event3,38,43,0.010000000000000009,0.721,0.7783333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,39,44,0.030000000000000027,0.611,0.6199999999999999,8
AIP,MonkeyA_Session01,Object2,Event3,40,45,0.04999999999999993,0.5159999999999999,0.5358333333333334,8
AIP,MonkeyA_Session01,Object2,Event3,41,46,0.06999999999999995,0.5569999999999999,0.6033333333333334,8
AIP,MonkeyA_Session01,Object2,Event3,42,47,0.08999999999999997,0.57,0.6816666666666668,8
AIP,MonkeyA_Session01,Object2,Event3,43,48,0.10999999999999999,0.554,0.6216666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,44,49,0.13,0.43799999999999994,0.35333333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,45,50,0.15000000000000002,0.38199999999999995,0.3775,8
AIP,MonkeyA_Session01,Object2,Event3,46,51,0.16999999999999993,0.3489999999999999,0.2841666666666667,8
